GlobalId,Name,階,配管種別,系統コード,系統名称,IFC系統分類,系統所属数,外径,内径,長さ,方向区分,軸DX,軸DY,軸DZ,水平面角度_deg,勾配,Z最低,Z最高,高低差
2$VmGHsp16yBfz_qEe9DR4,配管タイプ:00_供給:40689797,5FL,配管タイプ:00_供給,CH 3,M031_CH冷温水(往),HEATING,1,60.5,52.900000000000006,4227.000000000001,立管,0.0,0.0,1.0,90.0,,3.4579999999999984,7.685,4.227000000000001
2$VmGHsp16yBfz_qEe9DRk,配管タイプ:00_供給:40689839,5FL,配管タイプ:00_供給,CHR 2,M032_CHR冷温水(還),HEATING,1,60.5,52.900000000000006,4227.000000000001,立管,0.0,0.0,1.0,90.0,,3.4579999999999984,7.685,4.227000000000001
2$VmGHsp16yBfz_qEe9DSZ,配管タイプ:00_供給:40690018,5FL,配管タイプ:00_供給,CH 3,M031_CH冷温水(往),HEATING,1,76.3,67.9,3828.0000000000027,立管,0.0,0.0,1.0,90.0,,7.749999999999998,11.578000000000001,3.828000000000003
2$VmGHsp16yBfz_qEe9DV9,配管タイプ:00_供給:40690056,5FL,配管タイプ:00_供給,CHR 2,M032_CHR冷温水(還),HEATING,1,76.3,67.9,3828.0000000000027,立管,0.0,0.0,1.0,90.0,,7.749999999999998,11.578000000000001,3.828000000000003
30ZEx8XDvFIQj6CYRYvQiL,配管タイプ:00_排水:40700254,PIT,配管タイプ:00_排水,P031_V通気 2,P031_V通気,VENT,1,76.3,67.9,10821.000000000002,立管,0.0,0.0,1.0,90.0,,6.269,17.090000000000003,10.821000000000003
30ZEx8XDvFIQj6CYRYvQig,配管タイプ:00_排水:40700257,PIT,配管タイプ:00_排水,P031_V通気 2,P031_V通気,VENT,1,76.3,67.9,2351.241789365566,立管,0.0,0.0,1.0,90.0,,14.87175821063444,17.223000000000006,2.3512417893655666
30ZEx8XDvFIQj6CYRYvQil,配管タイプ:00_排水:40700260,PIT,配管タイプ:00_排水,P031_V通気 2,P031_V通気,VENT,1,60.5,52.900000000000006,10990.000000000005,立管,0.0,0.0,1.0,90.0,,6.252000000000001,17.242000000000004,10.990000000000004
30ZEx8XDvFIQj6CYRYvQiX,配管タイプ:00_供給:40700266,PIT,配管タイプ:00_供給,X 2,P051_X屋内消火栓,FIREPROTECTION,1,34.0,27.6,21000.0,立管,0.0,0.0,1.0,90.0,,-1.75,19.25,21.0
03uRyGLF19twTrlIQhE1a0,配管タイプ:00_供給:40769045,4FL,配管タイプ:00_供給,CH 7,M031_CH冷温水(往),HEATING,1,76.3,67.9,109.0823350460806,水平管,1.0,0.0,0.0,0.0,0.0,15.661850000000001,15.738150000000001,0.07629999999999981
03uRyGLF19twTrlIQhE1aA,配管タイプ:00_供給:40769055,4FL,配管タイプ:00_供給,CHR 6,M032_CHR冷温水(還),HEATING,1,76.3,67.9,121.49128589383203,水平管,1.0,0.0,0.0,0.0,0.0,15.661850000000001,15.738150000000001,0.07629999999999981
1ac9r3PDbDQOpvhhva4cYa,配管タイプ:00_供給:40784919,5FL,配管タイプ:00_供給,CH 3,M031_CH冷温水(往),HEATING,1,89.1,80.70000000000002,3815.0000000000014,立管,0.0,0.0,1.0,90.0,,11.649999999999999,15.465,3.8150000000000013
1ac9r3PDbDQOpvhhva4cZL,配管タイプ:00_供給:40784998,5FL,配管タイプ:00_供給,CHR 2,M032_CHR冷温水(還),HEATING,1,89.1,80.70000000000002,3815.0000000000014,立管,0.0,0.0,1.0,90.0,,11.649999999999999,15.465,3.8150000000000013
1Xr6N_BwzCmBJNBoxXVfWG,配管タイプ:00_冷媒:40789108,5FL,配管タイプ:00_冷媒,R 2,M091_R冷媒2way,HEATING,1,100.0,20.0,2096.0000000000023,立管,0.0,0.0,1.0,90.0,,15.402,17.498,2.096000000000002
0cXTiyCGHAUA9HHDpgCaE7,配管タイプ:00_供給:40797074,5FL,配管タイプ:00_供給,OR 1,E_OR油(還),USERDEFINED,1,21.7,16.1,278.417918794268,水平管,1.0,0.0,0.0,0.0,0.0,16.789149062919503,16.810849062919505,0.021700000000002717
1YmQEFw6r2CwltcTVryxXa,配管タイプ:00_供給:40812320,5FL,配管タイプ:00_供給,O 2,E_O油(往),USERDEFINED,1,21.7,16.1,13746.000000000004,立管,0.0,0.0,1.0,90.0,,3.826999999999998,17.573,13.746000000000002
1YmQEFw6r2CwltcTVryyU0,配管タイプ:00_供給:40812740,5FL,配管タイプ:00_供給,O 2,E_O油(往),USERDEFINED,1,21.7,16.1,407.9999999999809,水平管,1.0,0.0,0.0,0.0,0.0,17.589149999999997,17.610849999999996,0.021699999999999164
1YmQEFw6r2CwltcTVryyQP,配管タイプ:00_供給:40813021,5FL,配管タイプ:00_供給,OR 1,E_OR油(還),USERDEFINED,1,21.7,16.1,45.99906291950226,立管,0.0,0.0,1.0,90.0,,16.727,16.772999062919503,0.04599906291950262
1YmQEFw6r2CwltcTVryyNE,配管タイプ:00_供給:40813194,5FL,配管タイプ:00_供給,O 1,E_O油(往),USERDEFINED,1,21.7,16.1,278.4179187942637,水平管,1.0,0.0,0.0,0.0,0.0,16.789149062919503,16.810849062919505,0.021700000000002717
1YmQEFw6r2CwltcTVryyNA,配管タイプ:00_供給:40813198,5FL,配管タイプ:00_供給,O 1,E_O油(往),USERDEFINED,1,21.7,16.1,45.99906291950226,立管,0.0,0.0,1.0,90.0,,16.727,16.772999062919503,0.04599906291950262
1YmQEFw6r2CwltcTVryyNv,配管タイプ:00_供給:40813245,5FL,配管タイプ:00_供給,O 1,E_O油(往),USERDEFINED,1,21.7,16.1,309.4571216597665,水平管,1.0,0.0,0.0,0.0,0.0,16.689149999999998,16.71085,0.021700000000002717
1YmQEFw6r2CwltcTVryyM1,配管タイプ:00_供給:40813253,5FL,配管タイプ:00_供給,O 1,E_O油(往),USERDEFINED,1,21.7,16.1,1053.4999999999943,水平管,0.0,1.0,0.0,0.0,0.0,16.689149999999998,16.71085,0.021700000000002717
1YmQEFw6r2CwltcTVryyM9,配管タイプ:00_供給:40813261,5FL,配管タイプ:00_供給,O 1,E_O油(往),USERDEFINED,1,21.7,16.1,944.2076949290625,水平管,1.0,0.0,0.0,0.0,0.0,17.189149999999998,17.21085,0.021700000000002717
1YmQEFw6r2CwltcTVryyMp,配管タイプ:00_供給:40813303,5FL,配管タイプ:00_供給,O 1,E_O油(往),USERDEFINED,1,21.7,16.1,445.99999999999824,立管,0.0,0.0,1.0,90.0,,16.727,17.173,0.44599999999999795
1YmQEFw6r2CwltcTVryyHH,配管タイプ:00_供給:40813333,5FL,配管タイプ:00_供給,OR 1,E_OR油(還),USERDEFINED,1,21.7,16.1,526.8540743068462,水平管,1.0,0.0,0.0,0.0,0.0,16.689149999999998,16.71085,0.021700000000002717
1YmQEFw6r2CwltcTVryyHV,配管タイプ:00_供給:40813339,5FL,配管タイプ:00_供給,OR 1,E_OR油(還),USERDEFINED,1,21.7,16.1,1945.9638697342277,水平管,0.0,1.0,0.0,0.0,0.0,16.689149999999998,16.71085,0.021700000000002717
1YmQEFw6r2CwltcTVryyHd,配管タイプ:00_供給:40813347,5FL,配管タイプ:00_供給,OR 1,E_OR油(還),USERDEFINED,1,21.7,16.1,506.81074228198304,水平管,1.0,0.0,0.0,0.0,0.0,17.189149999999998,17.21085,0.021700000000002717
1YmQEFw6r2CwltcTVryyGT,配管タイプ:00_供給:40813401,5FL,配管タイプ:00_供給,OR 1,E_OR油(還),USERDEFINED,1,21.7,16.1,446.0000000000004,立管,0.0,0.0,1.0,90.0,,16.727,17.173000000000002,0.4460000000000015
1YmQEFw6r2CwltcTVryyDM,配管タイプ:00_供給:40813586,5FL,配管タイプ:00_供給,O 2,E_O油(往),USERDEFINED,1,21.7,16.1,345.3530130718223,水平管,1.0,0.0,0.0,0.0,0.0,19.089149999999997,19.11085,0.021700000000002717
1YmQEFw6r2CwltcTVryyCc,配管タイプ:00_供給:40813666,5FL,配管タイプ:00_供給,O 2,E_O油(往),USERDEFINED,1,21.7,16.1,646.0000000000134,水平管,0.0,1.0,0.0,0.0,0.0,16.689149999999998,16.71085,0.021700000000002717
1YmQEFw6r2CwltcTVryyCq,配管タイプ:00_供給:40813680,5FL,配管タイプ:00_供給,O 2,E_O油(往),USERDEFINED,1,21.7,16.1,846.0000000000005,立管,0.0,0.0,1.0,90.0,,16.727,17.573,0.8460000000000001
1YmQEFw6r2CwltcTVryyFh,配管タイプ:00_供給:40813743,5FL,配管タイプ:00_供給,O 2,E_O油(往),USERDEFINED,1,21.7,16.1,2345.999999999878,立管,0.0,0.0,1.0,90.0,,16.727,19.07299999999988,2.3459999999998793
1YmQEFw6r2CwltcTVryyEf,配管タイプ:00_供給:40813805,5FL,配管タイプ:00_供給,O 2,E_O油(往),USERDEFINED,1,21.7,16.1,805.99999999999,水平管,1.0,0.0,0.0,0.0,0.0,16.689149999999998,16.71085,0.021700000000002717
1YmQEFw6r2CwltcTVryy8p,配管タイプ:00_供給:40813943,5FL,配管タイプ:00_供給,OR 1,E_OR油(還),USERDEFINED,1,21.7,16.1,165.9999999999969,水平管,1.0,0.0,0.0,0.0,0.0,16.689149999999998,16.71085,0.021700000000002717
0sIT3JH9X5JfwkUDQ1b6d_,配管タイプ:00_供給:40829976,1FL,配管タイプ:00_供給,O 2,E_O油(往),USERDEFINED,1,21.7,16.1,3773.000000000003,立管,0.0,0.0,1.0,90.0,,0.0,3.7730000000000032,3.7730000000000032
0sIT3JH9X5JfwkUDQ1b6bE,配管タイプ:00_供給:40830120,1FL,配管タイプ:00_供給,O 2,E_O油(往),USERDEFINED,1,21.7,16.1,6440.690385187323,水平管,1.0,0.0,0.0,0.0,0.0,3.7891500000000002,3.8108500000000003,0.021700000000000053
1$rgajjQrCDg9Lz3xmtPcM,配管タイプ:00_供給:40899380,5FL,配管タイプ:00_供給,－ 11,M112_W加湿給水,DOMESTICCOLDWATER,1,42.7,35.7,4024.0000000000036,立管,0.0,0.0,1.0,90.0,,11.637999999999998,15.662000000000003,4.0240000000000045
1$rgajjQrCDg9Lz3xmtPPQ,配管タイプ:00_供給:40902263,4FL,配管タイプ:00_供給,－ 11,M112_W加湿給水,DOMESTICCOLDWATER,1,42.7,35.7,162.00000000000648,立管,0.0,0.0,1.0,90.0,,15.738000000000001,15.900000000000007,0.16200000000000614
1$rgajjQrCDg9Lz3xmtQRL,配管タイプ:00_供給:40906488,5FL,配管タイプ:00_供給,O 2,E_O油(往),USERDEFINED,1,21.7,16.1,472.77194647418736,水平管,1.0,0.0,0.0,0.0,0.0,17.589149999999997,17.61085,0.021700000000002717
1$rgajjQrCDg9Lz3xmtQSs,配管タイプ:00_供給:40906523,5FL,配管タイプ:00_供給,O 2,E_O油(往),USERDEFINED,1,21.7,16.1,2705.5118002599834,水平管,0.0,1.0,0.0,0.0,0.0,17.589149999999997,17.61085,0.021700000000002717
2lIqKSD6992hLpETaqt1$S,配管タイプ:00_排水:41449930,1FL,配管タイプ:00_排水,D 24,M121_Dドレン,SEWAGE,1,60.5,52.900000000000006,444.000000000003,水平管,1.0,0.0,0.0,0.0,0.0,-0.48025000000000007,-0.41974999999999996,0.06050000000000011
2lIqKSD6992hLpETaqt1Z8,配管タイプ:00_排水:41451230,PIT,配管タイプ:00_排水,P031_V通気 2,P031_V通気,VENT,1,76.3,67.9,2221.000000000005,立管,0.0,0.0,1.0,90.0,,-0.18999999999999995,2.031000000000005,2.221000000000005
2lIqKSD6992hLpETaqt1df,配管タイプ:00_排水:41451519,PIT,配管タイプ:00_排水,P031_V通気 2,P031_V通気,VENT,1,60.5,52.900000000000006,2498.0000000000073,立管,0.0,0.0,1.0,90.0,,-0.44999999999999996,2.048000000000007,2.4980000000000073
26AhlNQKnFbPLALnqrFsja,配管タイプ:00_排水:41458069,1FL,配管タイプ:00_排水,D 24,M121_Dドレン,SEWAGE,1,60.5,52.900000000000006,492.9999999999921,立管,0.0,0.0,1.0,90.0,,-1.0010000000000001,-0.508000000000008,0.4929999999999921
26AhlNQKnFbPLALnqrFsjf,配管タイプ:00_排水:41458072,1FL,配管タイプ:00_排水,D 24,M121_Dドレン,SEWAGE,1,76.3,67.9,4008.999999999998,水平管,0.0,1.0,0.0,0.0,0.0,-1.13815,-1.0618500000000002,0.07629999999999981
2ya0mA1vr8Nx6iYTzE8Wvb,配管タイプ:00_供給:41463869,PIT,配管タイプ:00_供給,－ 2,P011_W上水,DOMESTICCOLDWATER,1,60.5,57.5,52.10000000000223,立管,0.0,0.0,1.0,90.0,,6.0989,6.1510000000000025,0.052100000000002034
2ya0mA1vr8Nx6iYTzE8Wuv,配管タイプ:00_供給:41463905,PIT,配管タイプ:00_供給,－ 2,P011_W上水,DOMESTICCOLDWATER,1,60.5,57.5,57.200000000001076,立管,0.0,0.0,1.0,90.0,,5.943800000000001,6.001000000000002,0.057200000000000806
2ya0mA1vr8Nx6iYTzE8Wzf,配管タイプ:00_供給:41464113,PIT,配管タイプ:00_供給,－ 2,P011_W上水,DOMESTICCOLDWATER,1,60.5,57.5,891.000000000001,立管,0.0,0.0,1.0,90.0,,2.1489000000000003,3.039900000000001,0.8910000000000009
2WDT0QapDCK8TwSXcPA_Bw,配管タイプ:00_排水:41480699,PIT,配管タイプ:00_排水,P031_V通気 2,P031_V通気,VENT,1,76.3,67.9,3962.0000000000105,立管,0.0,0.0,1.0,90.0,,2.169,6.131000000000011,3.962000000000011
2WDT0QapDCK8TwSXcPA_0D,配管タイプ:00_排水:41480972,PIT,配管タイプ:00_排水,P031_V通気 2,P031_V通気,VENT,1,60.5,52.900000000000006,3996.0000000000014,立管,0.0,0.0,1.0,90.0,,2.152,6.1480000000000015,3.9960000000000013
25dTy1oBL21uxry3jY44S7,配管タイプ:00_供給:41529706,1FL,配管タイプ:00_供給,－ 2,P011_W上水,DOMESTICCOLDWATER,1,60.5,57.5,956.1000000000016,立管,0.0,0.0,1.0,90.0,,0.8,1.7561000000000018,0.9561000000000017
25dTy1oBL21uxry3jY44VV,配管タイプ:00_供給:41529778,PIT,配管タイプ:00_供給,－ 2,P011_W上水,DOMESTICCOLDWATER,1,60.5,57.5,52.10000000000115,立管,0.0,0.0,1.0,90.0,,1.9989,2.051000000000001,0.052100000000001145
25dTy1oBL21uxry3jY44VL,配管タイプ:00_供給:41529784,PIT,配管タイプ:00_供給,－ 2,P011_W上水,DOMESTICCOLDWATER,1,60.5,57.5,57.19999999999999,立管,0.0,0.0,1.0,90.0,,1.8438000000000003,1.9010000000000002,0.05719999999999992
0CG8h9CIL0Q8k4mhgA6vIh,配管タイプ:00_排水:41566558,1FL,配管タイプ:00_排水,D 7,M121_Dドレン,SEWAGE,1,60.5,52.900000000000006,829.9999999999945,立管,0.0,0.0,1.0,90.0,,-0.765,0.0649999999999945,0.8299999999999945
0CG8h9CIL0Q8k4mhgA6vGe,配管タイプ:00_排水:41566685,1FL,配管タイプ:00_排水,D 11,M121_Dドレン,SEWAGE,1,60.5,52.900000000000006,829.9999999999945,立管,0.0,0.0,1.0,90.0,,-0.765,0.0649999999999945,0.8299999999999945
0CG8h9CIL0Q8k4mhgA6v2Q,配管タイプ:00_排水:41567599,1FL,配管タイプ:00_排水,D 10,M121_Dドレン,SEWAGE,1,60.5,52.900000000000006,914.9999999999949,立管,0.0,0.0,1.0,90.0,,-0.915,-5.10702591327572e-15,0.9149999999999949
0eLM4vM5jAygjA1FFPEdi9,配管タイプ:00_供給:41573751,4FL,配管タイプ:00_供給,－ 11,M112_W加湿給水,DOMESTICCOLDWATER,1,27.2,21.6,155.72003348872556,水平管,1.0,0.0,0.0,0.0,0.0,15.686400000000004,15.713600000000003,0.02719999999999878
2s0miY2LL7VPzA9lwxWjmA,配管タイプ:00_供給:41582430,5FL,配管タイプ:00_供給,CH 7,M031_CH冷温水(往),HEATING,1,114.30000000000001,105.3,1710.0000000000596,立管,0.0,0.0,1.0,90.0,,15.777999999999999,17.48800000000006,1.7100000000000612
2s0miY2LL7VPzA9lwxWjms,配管タイプ:00_供給:41582434,5FL,配管タイプ:00_供給,CHR 6,M032_CHR冷温水(還),HEATING,1,114.30000000000001,105.3,1710.000000000014,立管,0.0,0.0,1.0,90.0,,15.777999999999999,17.488000000000014,1.710000000000015
2s0miY2LL7VPzA9lwxWY94,配管タイプ:00_排水:41582864,5FL,配管タイプ:00_排水,D 3,M121_Dドレン,SEWAGE,1,76.3,67.9,12500.0,立管,0.0,0.0,1.0,90.0,,-0.7510000000000012,11.748999999999999,12.5
2s0miY2LL7VPzA9lwxWY85,配管タイプ:00_供給:41582929,3FL,配管タイプ:00_供給,CH 9,M031_CH冷温水(往),HEATING,1,76.3,67.9,99.08233504608721,水平管,1.0,0.0,0.0,0.0,0.0,11.56185,11.63815,0.07629999999999981
2s0miY2LL7VPzA9lwxWY87,配管タイプ:00_供給:41582931,3FL,配管タイプ:00_供給,CHR 9,M032_CHR冷温水(還),HEATING,1,76.3,67.9,111.49128589383864,水平管,1.0,0.0,0.0,0.0,0.0,11.56185,11.63815,0.07629999999999981
2s0miY2LL7VPzA9lwxWYBh,配管タイプ:00_供給:41583039,3FL,配管タイプ:00_供給,－ 11,M112_W加湿給水,DOMESTICCOLDWATER,1,27.2,21.6,145.72003348873218,水平管,1.0,0.0,0.0,0.0,0.0,11.586400000000001,11.613599999999998,0.027199999999997004
2s0miY2LL7VPzA9lwxWY74,配管タイプ:00_排水:41583248,5FL,配管タイプ:00_排水,D 3,M121_Dドレン,SEWAGE,1,76.3,67.9,1387.999999999992,立管,0.0,0.0,1.0,90.0,,11.911999999999999,13.299999999999992,1.3879999999999928
3inpcJnLr5Wh9YciPQ$$bw,配管タイプ:00_供給:41584124,1FL,配管タイプ:00_供給,CH 5,M031_CH冷温水(往),HEATING,1,60.5,52.900000000000006,122.08233504608631,水平管,1.0,0.0,0.0,0.0,0.0,3.36975,3.43025,0.06050000000000022
3inpcJnLr5Wh9YciPQ$$bu,配管タイプ:00_供給:41584126,1FL,配管タイプ:00_供給,CHR 5,M032_CHR冷温水(還),HEATING,1,60.5,52.900000000000006,134.49128589384208,水平管,1.0,0.0,0.0,0.0,0.0,3.36975,3.43025,0.06050000000000022
3inpcJnLr5Wh9YciPQ$$hk,配管タイプ:00_供給:41584232,1FL,配管タイプ:00_供給,－ 11,M112_W加湿給水,DOMESTICCOLDWATER,1,27.2,21.6,145.72003348872352,水平管,1.0,0.0,0.0,0.0,0.0,3.3863999999999996,3.4136,0.027200000000000557
3inpcJnLr5Wh9YciPQ$$UT,配管タイプ:00_供給:41585435,2FL,配管タイプ:00_供給,CH 1,M031_CH冷温水(往),HEATING,1,60.5,52.900000000000006,90.08233504607625,水平管,1.0,0.0,0.0,0.0,0.0,7.46975,7.53025,0.06049999999999933
3inpcJnLr5Wh9YciPQ$$UR,配管タイプ:00_供給:41585437,2FL,配管タイプ:00_供給,CHR 1,M032_CHR冷温水(還),HEATING,1,60.5,52.900000000000006,102.49128589382768,水平管,1.0,0.0,0.0,0.0,0.0,7.46975,7.53025,0.06049999999999933
3inpcJnLr5Wh9YciPQ$$V9,配管タイプ:00_供給:41585487,2FL,配管タイプ:00_供給,－ 11,M112_W加湿給水,DOMESTICCOLDWATER,1,27.2,21.6,145.72003348872352,水平管,1.0,0.0,0.0,0.0,0.0,7.4864,7.5136,0.027200000000000557
3inpcJnLr5Wh9YciPQ$$6_,配管タイプ:00_供給:41585976,5FL,配管タイプ:00_供給,－ 11,M112_W加湿給水,DOMESTICCOLDWATER,1,42.7,35.7,4024.0000000000014,立管,0.0,0.0,1.0,90.0,,7.5379999999999985,11.562000000000001,4.024000000000003
3inpcJnLr5Wh9YciPQ$$76,配管タイプ:00_供給:41585984,5FL,配管タイプ:00_供給,－ 11,M112_W加湿給水,DOMESTICCOLDWATER,1,42.7,35.7,4024.0000000000036,立管,0.0,0.0,1.0,90.0,,3.437999999999999,7.462000000000002,4.024000000000004
09qnPcuf90ug4Az8aUTknI,配管タイプ:00_供給:41587369,PIT,配管タイプ:00_供給,－ 2,P011_W上水,DOMESTICCOLDWATER,1,60.5,57.5,11000.65000000001,立管,0.0,0.0,1.0,90.0,,6.248900000000001,17.249550000000013,11.000650000000013
0cvR1_ETfB2e064iFLIaZR,配管タイプ:00_排水:41591026,5FL,配管タイプ:00_排水,P031_V通気 2 | ) 1,P031_V通気 | P021_D汚水,VENT | SEWAGE,2,114.30000000000001,105.3,1516.241789365572,立管,0.0,0.0,1.0,90.0,,15.671758210634426,17.188,1.5162417893655729
0cvR1_ETfB2e064iFLIatt,配管タイプ:00_排水:41592286,PIT,配管タイプ:00_排水,) 1,P021_D汚水,SEWAGE,1,114.30000000000001,105.3,11878.000000000035,立管,0.0,0.0,1.0,90.0,,-0.988,10.890000000000036,11.878000000000036
0cvR1_ETfB2e064iFLIa3a,配管タイプ:00_排水:41593037,PIT,配管タイプ:00_排水,) 1,P021_D汚水,SEWAGE,1,114.30000000000001,105.3,4476.758210634398,立管,0.0,0.0,1.0,90.0,,11.11,15.586758210634397,4.476758210634397
0cvR1_ETfB2e064iFLIa93,配管タイプ:00_排水:41593450,PIT,配管タイプ:00_排水,P022_D雑排水 1,P022_D雑排水,SEWAGE,1,76.3,67.9,15824.758210634438,立管,0.0,0.0,1.0,90.0,,-1.0230000000000001,14.80175821063444,15.824758210634439
3g_hUfrM11BR0pCRQT93I8,配管タイプ:00_供給:41970964,PIT,配管タイプ:00_供給,－ 2,P011_W上水,DOMESTICCOLDWATER,1,60.5,57.5,2146.000000000002,立管,0.0,0.0,1.0,90.0,,3.7100999999999997,5.856100000000001,2.1460000000000017
3g_hUfrM11BR0pCRQT92Z$,配管タイプ:00_供給:41972067,1FL,配管タイプ:00_供給,X 1,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,13453.949999999999,立管,0.0,0.0,1.0,90.0,,3.719,17.17295,13.45395
3g_hUfrM11BR0pCRQT92ls,配管タイプ:00_供給:41972330,1FL,配管タイプ:00_供給,X 1,P051_X屋内消火栓,FIREPROTECTION,1,76.3,67.9,204.0000000000029,立管,0.0,0.0,1.0,90.0,,3.3770000000000002,3.581000000000003,0.20400000000000285
0pe1NtE2jC$QiRfpnhK8rz,配管タイプ:00_排水:41988439,4FL,配管タイプ:00_排水,D 24,M121_Dドレン,SEWAGE,1,60.5,52.900000000000006,8075.000000000006,立管,0.0,0.0,1.0,90.0,,6.748,14.823000000000008,8.075000000000006
0pe1NtE2jC$QiRfpnhK8bp,配管タイプ:00_排水:41988484,4FL,配管タイプ:00_排水,D 24,M121_Dドレン,SEWAGE,1,60.5,52.900000000000006,7015.000000000005,立管,0.0,0.0,1.0,90.0,,-0.39199999999999946,6.6230000000000055,7.015000000000005
3i6NT3lWD4BeNkr3J2NS9S,配管タイプ:00_冷媒:42163010,2FL,配管タイプ:00_冷媒,R 12,M091_R冷媒2way,HEATING,1,100.0,20.0,998.0823350460864,水平管,1.0,0.0,0.0,0.0,0.0,4.75,4.85,0.09999999999999964
